bio,gender,age,city,platform
"into journaling, hiking, and falling for people slowly",Non-binary,23,Las Vegas,OkCupid
5’9 but my love is 6’5 💚,Female,22,Las Vegas,CMB
Netflix is my spirit animal,Female,24,Philadelphia,Tinder
gym rat tbh,Non-binary,30,New York,Tinder
Professional chaos coordinator,Non-binary,36,Las Vegas,CMB
"Obsessed with hiking, street food, and good vibes.",Female,28,Chicago,Hinge
Empathy is sexy. So is a consistent text thread.,Male,23,Chicago,Tinder
Will judge your memes,Male,31,Las Vegas,OkCupid
my humor is dark af,Male,21,Houston,Hinge
caffeine first,Non-binary,18,Houston,CMB
chaotic mood,Non-binary,44,Houston,Hinge
Amateur photographer chasing golden hour.,Male,43,Dallas,Bumble
Dog cuddles > everything else 🐶💖,Male,28,LA,CMB
"Loves spicy food, hates blandness.",Male,28,Houston,Tinder
loves attention,Non-binary,34,Las Vegas,OkCupid
I like tacos more than people,Female,37,Dallas,OkCupid
"Flirt dangerously, nap professionally",Female,28,Philadelphia,Hinge
big energy small wallet,Male,35,Dallas,Tinder
"I care too much, then too little.",Female,18,Houston,Tinder
coffee is my soulmate,Female,29,San Fransisco,Tinder
i like small adventures,Non-binary,18,San Fransisco,CMB
Fluent in memes and sarcasm.,Non-binary,18,Las Vegas,OkCupid
Living life with laughter and coffee ☕😂,Female,27,New York,OkCupid
Amateur chef with a taste for adventure.,Male,36,San Fransisco,OkCupid
obsessed w memes,Non-binary,41,Las Vegas,Bumble
I binge shows to avoid life.,Female,25,LA,Hinge
"Living life with laughter, coffee, and good vibes 😂☕✨",Non-binary,21,LA,Hinge
talk later maybe,Female,22,San Fransisco,OkCupid
"Yoga enthusiast, manipulative sometimes.",Male,23,Houston,Bumble
cooking dinner for someone > going out,Male,44,Philadelphia,Hinge
Slightly addicted to TikTok and caffeine ☕📱,Male,27,Philadelphia,CMB
"Coffee, chaos, and chill vibes ☕😎",Male,23,Houston,CMB
"I laugh at bad jokes, make worse ones.",Non-binary,45,Chicago,CMB
pizza life,Female,18,Houston,Hinge
love tacos more than humans,Non-binary,39,LA,CMB
tacos before humans,Female,44,Chicago,Bumble
just here,Male,35,Chicago,OkCupid
"Lazy Sundays, productive Mondays.",Male,44,New York,Bumble
"Love long walks, long talks, and love itself",Non-binary,35,San Fransisco,CMB
might steal ur fries,Female,38,Las Vegas,OkCupid
Loves memes more than humans. 😂,Male,28,Las Vegas,Bumble
Beach walks over club nights.,Male,44,LA,OkCupid
Cat person with a wild streak.,Female,43,LA,CMB
"Yoga addict, ignores partner needs.",Female,32,New York,CMB
Professional chaos coordinator,Male,39,LA,OkCupid
"I’ll flirt with you, then disappear.",Non-binary,37,Dallas,OkCupid
loves midnight snacks,Male,31,Dallas,Hinge
introvert energy,Non-binary,31,Philadelphia,CMB
sarcasm queen,Male,26,San Fransisco,Hinge
i nap a lot tbh,Non-binary,25,Las Vegas,Bumble
might cry randomly,Male,28,Philadelphia,OkCupid
i sing in shower,Female,18,LA,OkCupid
"Book lover, meme enthusiast, and pizza addict 📚😂🍕",Non-binary,23,LA,Tinder
Dog whisperer seeking dog human,Non-binary,41,Houston,Bumble
"Pizza enthusiast, people optional",Non-binary,22,Philadelphia,CMB
lol hi,Non-binary,23,San Fransisco,Bumble
"Snack provider, chaos bringer",Non-binary,41,New York,OkCupid
idc about your gym gains if ur brain is small,Non-binary,37,Chicago,Tinder
"Can cook 3 meals, but the rest is takeout.",Female,29,Houston,CMB
i bite,Male,35,Chicago,Bumble
"tall, sad, and emotionally avoidant",Male,30,Dallas,Hinge
Obsessed with true crime and good coffee.,Female,19,New York,Hinge
i binge watch shows,Female,29,LA,Hinge
Dance like nobody’s watching… then post it online. 💃📸,Male,23,San Fransisco,Bumble
Loves beach days and open skies.,Female,22,Houston,Hinge
"Serial oversharer, bring tissues",Female,41,Houston,Bumble
I may delete my TikToks but not my charm,Female,29,Houston,CMB
Introvert with a wild side.,Male,29,Houston,Tinder
introvert vibes forever,Male,23,Las Vegas,CMB
I run on sarcasm and pizza,Male,36,LA,OkCupid
"Coffee in one hand, memes in the other.",Male,38,Houston,CMB
coffee addict ☕,Non-binary,27,Las Vegas,Hinge
"Night owl, meme hoarder, snack lover.",Female,28,Philadelphia,Tinder
i cry when happy,Non-binary,31,Las Vegas,OkCupid
naps are life,Male,30,LA,OkCupid
Caffeine-dependent disaster,Male,44,Philadelphia,Bumble
"Will ghost you, but in style",Male,19,San Fransisco,Tinder
"Beach hair, don’t care.",Non-binary,28,LA,OkCupid
loves getting lost,Non-binary,27,San Fransisco,OkCupid
loves midnight walks,Female,44,New York,Bumble
i overreact,Female,19,Dallas,CMB
420 friendly but dont tell my mom,Male,45,Chicago,Bumble
spontaneous adventures ftw,Non-binary,42,Dallas,OkCupid
"Pizza first, life second",Male,20,San Fransisco,CMB
love my dog more,Non-binary,22,Chicago,Tinder
"Pizza > everything else, fight me 🍕😎",Non-binary,22,New York,Bumble
Loves vintage shops and spontaneous adventures.,Non-binary,21,San Fransisco,Hinge
"love sarcasm, hate fake ppl",Male,38,Chicago,CMB
I cuddle dogs more than humans.,Male,30,Philadelphia,Bumble
"coffee first, questions later",Non-binary,31,Houston,Bumble
"Loves hiking, hates bugs.",Female,42,Philadelphia,Hinge
"Music over everything, but I’ll hum your favorite. 🎧🎵",Female,30,Houston,Hinge
might be late,Female,26,Las Vegas,Bumble
i ghost sometimes,Male,37,Las Vegas,Hinge
"Obsessed with sunsets, hikes, and coffee.",Non-binary,37,LA,Hinge
I don’t chase. I attract… through communication,Non-binary,19,San Fransisco,Tinder
"Beach hair, don’t care, coffee in hand.",Male,21,San Fransisco,Hinge
Currently ignoring responsibilities,Non-binary,35,San Fransisco,CMB
Flirting: my full-time sport,Female,28,San Fransisco,Tinder
Professional shower singer 🎤,Non-binary,45,New York,Tinder
"I love spontaneous road trips, but I ghost people who overthink.",Non-binary,19,Philadelphia,Hinge
Introverted extrovert,Male,21,Chicago,Tinder
obsessed with sunsets,Female,23,Las Vegas,Hinge
i overthink texts,Non-binary,41,Chicago,Tinder
sarcasm expert,Male,19,LA,Hinge
obsessed with memes,Male,33,Chicago,Hinge
"Obsessed with hiking, photography, and laughter.",Male,38,Houston,CMB
"Loves cooking, experimenting, tasting.",Male,34,New York,Bumble
"Yoga enthusiast, ignores messages.",Non-binary,40,Chicago,Bumble
i like hugs,Male,18,Chicago,Hinge
messy queen,Male,23,LA,Tinder
"sometimes petty, always honest",Non-binary,45,San Fransisco,Hinge
"Beach walks, coffee dates, and good vibes only.",Male,34,San Fransisco,OkCupid
Not here for anything serious unless you’re rich,Male,42,Houston,Hinge
sarcastic queen 👑,Female,43,Dallas,OkCupid
loves chocolate 🍫,Non-binary,39,Houston,Hinge
Movie marathons and messy hair.,Male,41,LA,OkCupid
Just here to vibe and spread good energy ✨😎,Male,22,New York,Hinge
tacos pls,Female,21,New York,Tinder
"i’m working on myself. gym, journaling, therapy. also, i may flirt and panic. it’s a process.",Non-binary,21,Dallas,CMB
"Beach hair, don’t care, coffee in hand.",Non-binary,41,Houston,OkCupid
my playlist is chaotic,Non-binary,42,Houston,OkCupid
Obsessed with rainy days and warm drinks.,Non-binary,35,Philadelphia,Hinge
"Loves movies, hates spoilers.",Non-binary,20,San Fransisco,CMB
messy vibes ftw,Female,28,New York,Bumble
i overthink dumb stuff,Male,32,Philadelphia,Bumble
single mom vibes,Female,25,Dallas,Tinder
Dog mom and snack enthusiast 🐶🍫,Non-binary,26,Chicago,CMB
"Professional napper, part-time snack enthusiast 🍕",Male,23,New York,CMB
overdramatic,Male,45,New York,CMB
loves memes too much,Non-binary,40,Las Vegas,Tinder
"Tech geek, struggles with empathy.",Male,31,Houston,CMB
TALK NERDY TO ME,Female,27,Dallas,Tinder
Beach days > everything else 🌊☀️,Male,21,Chicago,OkCupid
binge watcher forever,Non-binary,28,Chicago,OkCupid
lowkey chill,Non-binary,41,Las Vegas,Bumble
coffee > sleep,Male,19,Las Vegas,CMB
i’m pretty enough to get away with this,Female,19,LA,Hinge
kinda shy,Non-binary,37,New York,Tinder
Music runs through my veins 🎶❤️,Male,40,Houston,Tinder
you’ll fall first. don’t fight it,Non-binary,36,LA,Bumble
"coffee in hand, chaos in mind",Female,43,Las Vegas,Tinder
just a vibe,Non-binary,30,San Fransisco,CMB
"Loves meditation, manipulative sometimes.",Male,22,New York,CMB
I like long walks… to the fridge,Non-binary,20,LA,OkCupid
"Obsessed with dogs, bad jokes, and chocolate 🐶🍫😂",Female,40,Philadelphia,Tinder
Can overthink and nap simultaneously,Female,25,LA,CMB
Professional napper,Male,29,Las Vegas,CMB
lol,Female,22,Chicago,Tinder
I ghost for self-preservation.,Male,35,Philadelphia,CMB
"Gym enthusiast, sometimes moody.",Female,44,Las Vegas,Bumble
Beach walks and coffee runs > everything.,Female,22,Dallas,Bumble
Looking for partner in snack crimes,Non-binary,20,Dallas,Bumble
"Dog mom, chaos enthusiast",Male,32,Las Vegas,OkCupid
Serious foodie but constantly complains.,Non-binary,34,Las Vegas,Bumble
"Loves animals, hates bad vibes. 🐾❌",Non-binary,18,Dallas,Bumble
"Flirt dangerously, nap professionally",Male,36,San Fransisco,OkCupid
gym junkie,Male,30,Las Vegas,CMB
dont ghost me pls,Non-binary,41,LA,Tinder
i ghost sometimes tbh,Male,40,Dallas,Tinder
"Loves karaoke, awkward dancing, and bad decisions.",Male,23,Philadelphia,Tinder
i talk too fast,Female,40,Las Vegas,OkCupid
drama free queen,Non-binary,26,Philadelphia,Bumble
sarcastic till death,Non-binary,18,Chicago,OkCupid
"Collector of vinyls, avoider of feelings.",Female,37,Las Vegas,OkCupid
Dog whisperer seeking dog human,Female,31,Las Vegas,CMB
obsessed w astrology,Non-binary,19,New York,Bumble
i like hugs,Male,29,Houston,Bumble
"Loves karaoke, dancing, and midnight ice cream runs.",Male,27,San Fransisco,Bumble
"if you hate texting and expect me to carry convos alone… idc how hot you are, go away.",Non-binary,38,LA,Tinder
"Coffee addict, avoids tough talks.",Non-binary,19,New York,CMB
"Coffee addict, book hoarder, chaos enthusiast.",Female,38,LA,Bumble
"Professional overthinker, amateur napper",Non-binary,24,LA,Tinder
overthink & binge watch,Female,38,Chicago,CMB
"party once in a while, nap always",Male,24,Chicago,Bumble
love sarcasm,Non-binary,23,New York,Tinder
cute girl. bad choices,Female,39,Houston,Hinge
Will judge you for pineapple on pizza,Female,41,LA,Tinder
Sarcasm enthusiast,Non-binary,22,LA,CMB
chaotic but fun,Male,31,Chicago,Tinder
"Yoga enthusiast, flaky.",Male,38,New York,Tinder
"Pizza > People, prove me wrong",Male,41,Houston,OkCupid
SINGLE & SPICY,Non-binary,42,San Fransisco,Bumble
Will judge you for pineapple on pizza,Non-binary,38,Dallas,OkCupid
"Loves games, ghosted friends.",Male,34,Chicago,Tinder
"Snack provider, chaos bringer",Female,23,Las Vegas,Hinge
"Adventure seeker, ghosted once.",Female,21,Las Vegas,OkCupid
bored & dramatic,Male,21,Philadelphia,OkCupid
sleepy queen,Male,38,LA,Hinge
sleepy always,Non-binary,33,Chicago,CMB
"Cat whisperer, dog enthusiast.",Female,44,New York,Hinge
chaotic incarnate,Non-binary,35,New York,Hinge
"Obsessed with dogs, street food, and spontaneity.",Male,35,New York,Bumble
"Pizza > everything, fight me.",Non-binary,20,New York,Tinder
sushi > pizza fight me,Non-binary,20,Chicago,Bumble
Flirts like a disaster movie,Male,32,Houston,Tinder
"Cat parent, sometimes manipulative.",Male,44,San Fransisco,OkCupid
single & thriving,Female,36,Houston,CMB
Professional napper seeking partner in naps,Male,19,LA,OkCupid
i binge shows nonstop,Non-binary,37,LA,CMB
"I trip over flat surfaces, impressively",Male,23,Philadelphia,CMB
"love is built, not found. let’s build",Non-binary,23,Dallas,CMB
Flirt like you mean it,Male,44,New York,Bumble
gym > everything else,Male,29,New York,OkCupid
Loves live concerts and random adventures.,Female,44,Chicago,Hinge
just me,Non-binary,29,Houston,OkCupid
"I overthink, then nap.",Male,34,Chicago,OkCupid
Professional overthinker,Male,45,San Fransisco,Hinge
Professional overthinker,Male,35,Philadelphia,CMB
taco obsessed,Non-binary,20,Dallas,OkCupid
coffee > conversation,Female,33,San Fransisco,OkCupid
ambitious but not ruthless,Non-binary,38,San Fransisco,Bumble
Introverted but love deep talks.,Non-binary,45,Las Vegas,Hinge
coffee > everything else,Female,38,Houston,Bumble
I laugh at my own jokes,Male,28,Las Vegas,CMB
I laugh at memes more than problems.,Non-binary,29,Houston,Tinder
"Wine lover, ghosted recently.",Male,29,LA,Bumble
Obsessed with street food and photography.,Male,27,New York,OkCupid
nerd alert 🤓,Female,19,San Fransisco,CMB
"Cat mom, coffee addict, vibe creator. 🐱☕",Non-binary,30,New York,OkCupid
"Loves music, hates silence. 🎶❌",Non-binary,29,Chicago,CMB
i ghost accidentally,Non-binary,30,Philadelphia,Bumble
"I’m not perfect, but I’m consistent.",Non-binary,35,Chicago,Bumble
"Fluent in movie quotes, sarcasm, and chaos.",Non-binary,45,New York,Bumble
Amateur chef with a taste for adventure.,Female,20,LA,CMB
short temper but loyal af,Female,36,Chicago,Tinder
Love long drives and short conversations 🚗💬,Male,35,Dallas,OkCupid
lol just seeing what happens,Non-binary,41,Dallas,OkCupid
"Foodie, ghosted recently.",Female,30,LA,Tinder
"If you love clear communication, match me",Male,45,Philadelphia,Hinge
Amateur painter seeking inspiration and snacks.,Male,44,Dallas,Bumble
not emotionally stable but i look like i am,Female,37,LA,Bumble
Introvert with a caffeine addiction,Male,19,Dallas,Bumble
"Obsessed with chocolate, memes, and coffee 🍫😂☕",Female,43,Houston,Tinder
"Gamer, ghosted mid-week.",Male,29,New York,CMB
don’t text dry. or i’ll vanish,Female,44,Houston,Bumble
"I smile, I tease, I judge. 😏",Female,39,New York,Tinder
Loves random acts of kindness.,Non-binary,35,Chicago,OkCupid
you’ll always know where you stand with me,Non-binary,36,Las Vegas,Bumble
"sometimes dramatic, always honest",Non-binary,18,Chicago,Hinge
"6’2. yes, it matters 🙄",Female,29,Houston,CMB
might cry over movie,Female,22,Houston,Bumble
"Wine fan, avoids tough talks.",Female,45,New York,Hinge
"coffee in hand, vibes in mind",Female,35,New York,CMB
Board game enthusiast looking for a rival.,Non-binary,31,Houston,OkCupid
Loves hiking but hates bugs.,Non-binary,18,New York,OkCupid
I laugh at my own jokes,Female,23,Las Vegas,Tinder
"Wine fan, manipulative sometimes.",Non-binary,39,San Fransisco,Tinder
"I’ll flirt, ghost, then apologize later.",Non-binary,30,Dallas,Hinge
420 friendly,Female,22,Dallas,Bumble
Beach bum with a love for books.,Non-binary,22,LA,CMB
"I roast for fun, apologize rarely.",Female,43,New York,Hinge
lowkey savage,Male,25,Houston,Hinge
chaos queen,Non-binary,41,Chicago,CMB
still believe in slow love and real effort,Male,40,San Fransisco,Hinge
"Morning jogger, midnight snacker.",Non-binary,20,Dallas,CMB
lowkey awesome,Non-binary,29,Chicago,Tinder
Currently avoiding adulthood,Non-binary,38,Houston,CMB
Sarcasm is my love language,Female,39,New York,OkCupid
"Coffee in one hand, chaos in the other.",Female,22,Philadelphia,Hinge
Currently training for dessert marathons,Female,24,New York,Bumble
"Fluent in sarcasm, terrible at texting.",Female,43,Chicago,Bumble
Loves spicy ramen and bad jokes,Female,30,San Fransisco,Tinder
Always chasing the next sunset 🌅💖,Male,39,San Fransisco,Hinge
obsessed with skincare,Female,34,Dallas,OkCupid
obsessed w coffee,Non-binary,18,Houston,CMB
sleepy af always,Male,34,Dallas,Tinder
"coffee in hand, vibes in mind",Non-binary,25,Chicago,CMB
"Adventure lover, rule breaker. 🏞️🔥",Male,33,Las Vegas,Hinge
"yes, i talk in memes and red flags",Female,29,Chicago,OkCupid
emojis speak 4 me,Non-binary,33,Houston,OkCupid
messy AF,Female,32,Philadelphia,Bumble
"Bookworm, dreamer, secretly competitive. 📚🔥",Female,42,Las Vegas,OkCupid
gaming > humans,Female,43,New York,Tinder
sarcasm is my cardio,Non-binary,18,San Fransisco,CMB
lol idk,Non-binary,27,Dallas,CMB
"Here for a good time, not a long lecture",Female,25,LA,CMB
could text all day,Non-binary,38,Chicago,CMB
i nap anywhere,Male,34,Dallas,Hinge
ask me about my weirdly specific music playlists 🎶,Non-binary,21,LA,Hinge
Life’s too short for bad vibes ✨😎,Male,45,Las Vegas,Hinge
Professional meme curator,Non-binary,43,Dallas,Bumble
kinda emo,Female,39,Las Vegas,OkCupid
Pizza > Everything else,Non-binary,29,Philadelphia,OkCupid
Flirt level: dangerously charming,Male,37,Dallas,Hinge
I steal blankets and hearts. 🛏️❤️,Male,31,Philadelphia,CMB
obsessed w tea,Male,21,New York,Tinder
just a vibe,Female,34,Houston,Tinder
loves adventures,Non-binary,27,Dallas,Hinge
Sarcasm enthusiast,Non-binary,24,Philadelphia,CMB
i play video games too much,Female,21,LA,OkCupid
"Obsessed with dogs, sunsets, and spontaneity.",Female,44,San Fransisco,Bumble
"Snack first, judge later",Female,37,San Fransisco,Bumble
pizza time,Male,22,Dallas,Bumble
Coffee addict seeking someone to share lattes with.,Non-binary,38,New York,Hinge
"Gamer, foodie, chaos lover at heart",Female,35,Chicago,Bumble
Always planning the next travel adventure.,Male,30,San Fransisco,Bumble
"Obsessed with sunsets, dogs, and long drives",Male,24,New York,OkCupid
"Professional overthinker, chaos enthusiast",Male,35,San Fransisco,OkCupid
tacos > love,Female,21,San Fransisco,OkCupid
i like bad boys & good food,Male,19,Dallas,OkCupid
"I overanalyze, then laugh it off.",Male,24,Dallas,CMB
caffeine & chaos,Male,44,Chicago,Bumble
bad influence,Male,28,New York,Tinder
I say please and thank you. Even in arguments.,Non-binary,27,San Fransisco,Bumble
maybe your future ex idk,Male,37,Houston,OkCupid
"Fitness junkie, chocolate enthusiast.",Female,35,Chicago,OkCupid
coffee > everything,Non-binary,43,LA,CMB
Netflix > life,Male,26,Houston,OkCupid
gym and tacos,Non-binary,33,LA,Tinder
Loves spontaneous road trips and bad jokes.,Female,21,LA,Hinge
if u cant laugh dont bother,Non-binary,38,Chicago,Bumble
Currently avoiding all responsibilities,Female,22,New York,Bumble
"Trying to adult, failing occasionally.",Female,36,Las Vegas,Hinge
"Loves brunch, hates waiting.",Female,39,New York,CMB
can’t keep secrets,Female,29,Las Vegas,Bumble
i lie sometimes,Female,39,New York,Tinder
overthink & snack,Female,45,Philadelphia,CMB
"Loves quiet nights, loud laughs, and tacos.",Non-binary,42,Houston,Bumble
"I love sarcasm, hate small talk.",Non-binary,35,New York,Tinder
drinks coffee constantly,Male,39,Houston,CMB
Obsessed with notebooks and pens.,Non-binary,23,Dallas,CMB
Dog whisperer seeking dog human,Male,29,Dallas,CMB
talk later maybe,Female,30,San Fransisco,Tinder
"Reads constantly, ghosted recently.",Male,36,Dallas,Bumble
Music junkie and chocolate enthusiast 🎶🍫,Female,30,San Fransisco,OkCupid
Pizza enthusiast and professional napper 🍕😴,Male,28,Dallas,Tinder
Pizza over salad any day.,Male,19,LA,OkCupid
lowkey clingy,Female,37,New York,CMB
"Snack provider, chaos enthusiast",Non-binary,31,Chicago,Bumble
love horror & memes,Female,36,Philadelphia,Tinder
i don’t text back,Male,27,Chicago,Bumble
"I ghost, but I leave memes",Female,39,Chicago,Bumble
"I binge shows, avoid reality.",Female,31,Houston,Tinder
introverted chaos,Female,37,Houston,Hinge
"Dog mom, chaos queen.",Male,38,Las Vegas,Hinge
"Loves volunteering, yet flaky with plans.",Male,37,Las Vegas,Bumble
lowkey savage,Male,41,LA,Tinder
I make playlists for moods you didn’t know existed. 🎶,Male,40,Chicago,Tinder
"Loves festivals, music, and laughter.",Male,25,Las Vegas,Bumble
Could ghost you… but only if I’m mad. 😶‍🌫️,Male,34,LA,OkCupid
"I steal fries, not hearts… usually",Non-binary,35,LA,Tinder
love coffee and chaos,Non-binary,45,Chicago,Bumble
i overreact sometimes,Non-binary,19,Las Vegas,Hinge
"I trip over nothing, impressively",Female,19,Dallas,OkCupid
emojis are life,Non-binary,32,Houston,CMB
dont take me too seriously,Male,44,New York,Hinge
just vibing,Female,40,Chicago,CMB
Recovering chaos magnet,Female,34,Houston,Hinge
growth is hot. so is kindness.,Male,22,Chicago,CMB
single & spicy,Female,38,Chicago,Tinder
"Explorer at heart, grounded in reality.",Male,35,Philadelphia,CMB
Obsessed with quirky home decor.,Male,24,New York,Tinder
Introvert with commitment issues… to mornings,Non-binary,19,Las Vegas,Hinge
coffee & chaos vibes,Female,35,New York,CMB
"Sarcastic as hell, but caring when it counts. 😎",Non-binary,37,LA,Bumble
caffeine dependent,Non-binary,25,LA,Hinge
"Loves dancing, flaky.",Non-binary,38,Las Vegas,Hinge
Currently mastering the art of doing nothing,Male,36,Chicago,CMB
"Amateur painter, daydreamer, chaos seeker.",Male,24,Dallas,Tinder
if u get attached easily… so do i. let’s go,Female,32,LA,Hinge
Pizza and sarcasm keep me alive.,Female,21,Philadelphia,OkCupid
loves coffee shops,Female,39,Las Vegas,OkCupid
always late,Non-binary,40,New York,CMB
bad at small talk,Male,23,Las Vegas,Bumble
"Cat parent, ghosted recently.",Male,35,San Fransisco,Tinder
Dog cuddles > human cuddles.,Female,20,LA,Hinge
"Loves brunch, ignores texts.",Non-binary,28,Chicago,OkCupid
cant cook but will order sushi,Female,27,New York,CMB
"Coffee in the morning, chaos in the evening.",Female,33,San Fransisco,Hinge
pizza over love,Non-binary,45,Philadelphia,Bumble
"Love coffee, hate mornings.",Non-binary,28,New York,Hinge
cat person only,Female,43,Dallas,Tinder
"Night owl, meme hoarder, overthinker.",Non-binary,22,Chicago,CMB
i nap like a champ,Non-binary,43,Las Vegas,OkCupid
not your hype,Male,44,Philadelphia,Tinder
Sweet but dangerous if crossed.,Female,20,Chicago,CMB
i love good food and better conversation,Female,42,Philadelphia,Bumble
Always lost in music or my thoughts.,Male,18,Houston,CMB
"Cat lover, manipulative sometimes.",Female,34,New York,CMB
"Sweet chaos, occasional tears.",Female,26,Dallas,Hinge
i break stuff by accident,Male,37,Dallas,Tinder
small talk kills me,Female,31,New York,Tinder
here 4 bad decisions,Non-binary,27,Houston,Bumble
casual vibes,Non-binary,39,Chicago,Bumble
sleepy & spicy,Male,44,Chicago,CMB
"Coffee addict, book hoarder, chaos enthusiast.",Non-binary,18,Dallas,Hinge
dont text me after 10,Non-binary,22,Philadelphia,Hinge
lonely but spicy,Male,41,Houston,OkCupid
i talk too much,Non-binary,29,Las Vegas,OkCupid
might annoy u,Female,22,Philadelphia,CMB
"i ghost, dont worry",Male,27,Chicago,OkCupid
🍕 > all else,Non-binary,33,Las Vegas,Tinder
I text back late on purpose sometimes.,Female,22,Chicago,Hinge
love sarcasm,Female,45,Las Vegas,Hinge
"Sweet chaos, coffee enthusiast.",Female,18,New York,OkCupid
might annoy u,Female,36,Houston,CMB
"I flirt, then act mysterious.",Non-binary,38,LA,OkCupid
Living life one playlist at a time 🎶💖,Female,42,Las Vegas,OkCupid
"Flirt responsibly, snack recklessly",Female,33,New York,CMB
"i sing in shower, loud",Male,26,New York,Bumble
introvert vibes,Female,36,Philadelphia,Bumble
Dog lover with a passion for travel.,Female,37,Las Vegas,Hinge
coffee before human interaction,Non-binary,21,Chicago,CMB
introvert but fun,Male,26,Dallas,Hinge
"bad at cooking, good at eating",Female,28,Philadelphia,OkCupid
loves random trips,Non-binary,35,Dallas,OkCupid
I dance like chaos incarnate,Male,18,New York,Hinge
dont trust ppl who dont like dogs,Non-binary,29,Houston,Tinder
"Dog whisperer, human negotiator",Non-binary,21,Chicago,Tinder
Explorer with a camera in hand.,Female,18,LA,CMB
"Coffee addict, book hoarder, chaos enthusiast.",Male,20,Las Vegas,CMB
obsessed with memes,Non-binary,30,Dallas,Tinder
"Coffee enthusiast, manipulative sometimes.",Male,24,San Fransisco,Tinder
Hiker seeking mountain partner.,Non-binary,33,Dallas,Hinge
loves dancing in rain,Male,19,New York,OkCupid
"hot, moody, emotionally distant. let’s vibe",Male,43,LA,Hinge
"I plan adventures, nap often.",Non-binary,18,Philadelphia,OkCupid
I laugh at my own jokes… constantly,Male,41,Dallas,CMB
introvert but spicy,Non-binary,42,Dallas,Tinder
Loves festivals and weird costumes.,Non-binary,37,Philadelphia,OkCupid
obsessed with memes,Female,23,Las Vegas,Tinder
Loves spontaneous adventures but ghosted once you asked for commitment.,Female,30,Houston,OkCupid
"Loves pets, avoids serious discussions.",Male,35,San Fransisco,Bumble
naps are life,Non-binary,36,San Fransisco,Hinge
Just here for awkward conversations,Male,27,LA,Hinge
Sarcasm enthusiast,Female,44,Chicago,CMB
dont match if u cant joke,Male,33,Chicago,Bumble
Fluent in movie quotes and bad jokes.,Male,26,New York,OkCupid
"if u can’t handle attitude, keep scrolling",Male,36,Chicago,Hinge
gamer 24/7,Female,31,Dallas,Tinder
"Dog cuddler, snack sharer, meme lover.",Female,23,LA,OkCupid
lowkey dramatic,Male,28,Philadelphia,Hinge
Can cook 2-minute noodles like a pro. 🍜,Non-binary,21,Las Vegas,CMB
"Coffee, books, and chaos.",Male,34,Dallas,Tinder
honestly idc,Male,41,San Fransisco,Hinge
"Has a dog and a huge heart, but terrible with money.",Non-binary,31,Philadelphia,CMB
"Wine lover, flakes.",Male,22,Chicago,OkCupid
pizza over everything,Male,41,Philadelphia,OkCupid
Loves spontaneous road trips and starry nights.,Female,33,New York,CMB
literally just here to flirt and ghost,Male,19,Philadelphia,OkCupid
"Always planning, rarely executing.",Male,30,Dallas,Hinge
"Wine fan, sometimes clingy.",Non-binary,34,Las Vegas,Hinge
"seeking something intentional, fun, and warm",Female,22,Las Vegas,Tinder
"Marathon runner, occasionally selfish.",Non-binary,35,New York,Tinder
I’m a good texter and a better talker,Non-binary,37,Chicago,OkCupid
Professional overthinker and occasional dancer 🤯💃,Male,27,New York,Tinder
"Professional overthinker, chaos magnet",Male,20,Chicago,Bumble
just existing lol,Non-binary,34,New York,Hinge
"no filter, no shame",Female,42,Philadelphia,Bumble
Obsessed with true crime and spontaneous adventures.,Non-binary,37,Dallas,CMB
Life’s too short for bad vibes and bad coffee ✨☕,Female,19,New York,Bumble
"Coffee before anything, forgets birthdays.",Male,35,LA,OkCupid
"10% angel, 90% what the f*ck",Non-binary,20,Houston,CMB
Obsessed with spontaneous trips.,Male,27,Dallas,OkCupid
I laugh at my own jokes,Female,40,Chicago,OkCupid
love sarcasm more than humans,Female,41,New York,OkCupid
"Adventure junkie, flaky with commitments.",Female,24,Houston,OkCupid
"Professional procrastinator, expert napper",Female,31,San Fransisco,CMB
sarcasm is life,Female,20,New York,CMB
Obsessed with memes and dad jokes.,Male,23,Chicago,CMB
Caffeine-fueled overthinker,Male,19,Chicago,Hinge
just me,Female,29,San Fransisco,Bumble
loves random road trips,Female,27,New York,Tinder
loves night skies,Non-binary,31,Las Vegas,CMB
"if you flake, I’ll post about you",Female,28,LA,OkCupid
your future ex,Non-binary,36,Dallas,OkCupid
socially awkward,Female,22,New York,Hinge
Cat lover searching for someone to share the couch.,Non-binary,32,Philadelphia,CMB
"Fitness lover, pizza enthusiast.",Male,29,San Fransisco,CMB
i overcommit,Non-binary,36,LA,Hinge
coffee addict too,Male,21,New York,OkCupid
make me laugh or make me a playlist,Female,41,Philadelphia,Tinder
"Working on myself, but would love a teammate",Male,35,San Fransisco,Hinge
i scream in car,Non-binary,27,Dallas,CMB
i sing loudly,Non-binary,18,San Fransisco,Tinder
"Just a human, standing in front of a bio, asking to be swiped right",Non-binary,37,Philadelphia,Tinder
my vibe is “leave me alone but give me attention”,Female,28,Houston,Tinder
single and spicy,Female,23,New York,OkCupid
Loves camping but hates bugs.,Non-binary,19,LA,Tinder
obsessed with dogs,Male,30,San Fransisco,OkCupid
"I flirt, ghost, return dramatically.",Non-binary,39,New York,CMB
"Fluent in sarcasm, bad jokes, and chaos.",Male,37,Dallas,CMB
